customerid,is_male,is_senior,has_partner,has_dependents,tenure,has_phone_service,has_multiple_lines,internetservice,has_internet,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,is_paperless,paymentmethod,monthlycharges,totalcharges,churn
1915-IOFGU,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.50,70.50,t
3045-XETSH,f,f,f,f,10,t,t,Fiber optic,t,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,94.85,953.45,t
0374-AACSZ,f,f,f,f,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,50.15,50.15,f
7239-HZZCX,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.75,19.75,t
4872-VXRIL,t,f,f,f,56,t,t,DSL,t,Yes,Yes,No,Yes,No,No,One year,t,Bank transfer (automatic),64.65,3665.55,f
9140-CZQZZ,f,f,t,f,68,t,f,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),79.60,5515.80,f
3423-HHXAO,f,f,t,t,14,t,f,No,f,,,,,,,One year,t,Mailed check,19.50,272.00,f
9938-TKDGL,t,f,t,t,68,t,f,Fiber optic,t,Yes,No,No,Yes,Yes,Yes,Two year,t,Electronic check,99.55,6668.00,f
0531-ZZJWQ,t,t,t,f,55,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.00,4052.40,f
6537-QLGEX,f,f,f,f,16,f,,DSL,t,Yes,No,No,No,Yes,No,Month-to-month,t,Electronic check,38.90,664.40,f
2688-BHGOG,t,t,f,f,9,t,f,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,79.55,718.55,f
7683-CBDKJ,t,f,t,t,14,t,f,DSL,t,Yes,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,65.45,937.60,t
0946-CLJTI,t,t,t,f,58,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,98.70,5812.60,t
3160-TYXLT,t,f,f,f,53,f,,DSL,t,Yes,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),46.30,2546.85,f
1325-USMEC,t,f,t,f,70,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,No,Two year,t,Credit card (automatic),99.35,6944.50,f
0916-QOFDP,f,t,t,t,14,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.80,1346.30,f
0628-CNQRM,t,f,t,t,22,t,f,DSL,t,Yes,No,Yes,Yes,Yes,No,One year,t,Bank transfer (automatic),67.50,1544.05,t
5606-AMZBO,f,f,t,f,10,t,t,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Credit card (automatic),78.15,765.15,f
6199-IPCAO,f,f,t,t,29,t,t,No,f,,,,,,,Two year,f,Mailed check,26.10,692.55,f
7665-TOALD,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.60,69.60,t
0112-QWPNC,t,f,t,f,49,t,t,DSL,t,Yes,No,Yes,Yes,Yes,Yes,One year,f,Electronic check,84.35,4059.35,t
0324-BRPCJ,f,t,t,f,68,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,100.20,6851.65,t
2777-PHDEI,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,78.05,78.05,t
5640-CAXOA,f,f,f,f,30,f,,DSL,t,No,No,No,Yes,No,Yes,One year,t,Credit card (automatic),40.35,1187.05,f
2235-EZAIK,f,f,t,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Credit card (automatic),79.20,5401.90,f
3847-BAERP,f,f,f,f,10,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.90,247.00,f
1196-AMORA,t,f,f,f,7,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,73.60,520.00,t
4282-YMKNA,f,f,f,f,9,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.75,706.60,t
1453-RZFON,f,f,f,t,1,t,f,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,49.90,49.90,f
8263-OKETD,f,f,f,f,20,t,t,DSL,t,No,Yes,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),68.90,1370.35,f
0670-KDOMA,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.25,20.25,f
2476-YGEFM,f,f,f,f,29,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),76.00,2215.25,f
8687-BAFGU,t,f,f,f,1,t,f,Fiber optic,t,No,No,No,Yes,No,No,Month-to-month,f,Electronic check,74.00,74.00,f
0641-EVBOJ,t,f,f,f,3,t,f,Fiber optic,t,Yes,No,No,Yes,No,No,Month-to-month,t,Mailed check,82.30,214.40,f
0829-XXPLX,f,f,f,f,20,t,f,Fiber optic,t,Yes,No,Yes,No,Yes,No,Month-to-month,t,Bank transfer (automatic),89.40,1871.15,f
9974-JFBHQ,t,f,f,t,64,t,f,Fiber optic,t,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),99.15,6171.20,f
5356-RHIPP,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.20,20.20,t
6624-JDRDS,f,f,f,f,6,f,,DSL,t,Yes,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),29.45,161.45,f
0608-JDVEC,t,f,t,f,50,t,f,No,f,,,,,,,Two year,f,Electronic check,19.80,1013.20,f
9780-FKVVF,t,f,f,f,6,t,f,DSL,t,Yes,No,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),59.15,336.70,f
1919-RTPQD,t,f,t,t,7,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,44.75,333.65,f
5214-NLTIT,t,f,t,t,72,t,t,Fiber optic,t,No,No,Yes,No,No,Yes,Two year,t,Credit card (automatic),90.80,6511.80,f
3345-PBBFH,t,f,t,f,8,t,f,DSL,t,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),49.55,393.45,f
5055-BRMNE,f,f,t,t,67,t,t,Fiber optic,t,Yes,No,No,Yes,Yes,Yes,Two year,f,Credit card (automatic),106.70,7009.50,f
9189-JWSHV,f,t,t,f,24,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,93.55,2264.05,t
2190-PHBHR,f,f,t,f,72,t,t,Fiber optic,t,Yes,Yes,No,No,No,Yes,Two year,t,Credit card (automatic),94.45,6921.70,f
2650-GYRYL,t,f,t,t,33,t,f,No,f,,,,,,,One year,t,Bank transfer (automatic),19.45,600.25,f
0746-JTRFU,t,f,f,f,2,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,25.05,56.35,t
5208-FVQKB,t,f,t,f,70,t,f,DSL,t,Yes,Yes,No,Yes,No,Yes,Two year,f,Mailed check,67.95,4664.15,f
7184-LRUUR,f,f,f,f,22,t,f,DSL,t,No,Yes,Yes,No,Yes,No,One year,f,Bank transfer (automatic),65.25,1441.80,f
6627-CFOSN,f,f,f,f,59,t,t,Fiber optic,t,Yes,Yes,Yes,No,No,Yes,Month-to-month,t,Bank transfer (automatic),99.45,5623.70,f
3982-JGSFD,t,f,f,f,36,t,f,No,f,,,,,,,One year,t,Credit card (automatic),20.35,695.85,f
1574-DYCWE,f,f,t,t,51,t,f,No,f,,,,,,,Two year,f,Mailed check,19.95,1028.75,f
7247-XOZPB,t,f,t,f,53,t,t,DSL,t,Yes,No,Yes,Yes,Yes,No,One year,f,Bank transfer (automatic),77.40,4155.95,f
2466-FCCPT,f,f,t,t,20,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),19.70,395.60,f
6211-WWLTF,t,f,t,f,63,t,f,Fiber optic,t,Yes,No,Yes,No,Yes,Yes,Two year,f,Credit card (automatic),99.70,6330.40,f
4826-TZEVA,f,f,f,f,40,t,f,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,f,Credit card (automatic),74.80,2971.70,f
6016-NXBNJ,t,f,f,f,35,t,f,No,f,,,,,,,One year,t,Mailed check,19.15,638.00,f
9138-EFSMO,t,f,t,t,26,t,f,Fiber optic,t,No,No,No,No,No,Yes,One year,f,Bank transfer (automatic),78.95,2034.25,f
0576-WNXXC,t,t,t,f,27,t,t,Fiber optic,t,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,95.55,2510.20,t
4632-XJMEX,t,f,f,t,53,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,f,Credit card (automatic),62.85,3419.50,f
8910-LEDAG,t,t,t,f,34,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),71.55,2427.35,f
3452-GWUIN,f,t,t,f,19,t,t,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.95,1760.25,f
2716-GFZOR,t,f,t,f,43,t,f,Fiber optic,t,Yes,Yes,Yes,No,No,No,Month-to-month,t,Credit card (automatic),86.10,3551.65,f
3724-UCSHY,t,f,t,t,6,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.55,122.90,f
8626-XHBIE,t,f,f,t,56,t,t,No,f,,,,,,,Two year,t,Mailed check,24.80,1424.20,f
4628-CTTLA,t,f,f,f,57,f,,DSL,t,No,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,39.30,2111.45,t
3192-LNKRK,t,f,t,t,34,t,f,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,t,Mailed check,84.05,2909.95,f
4439-YRNVD,f,f,f,f,10,f,,DSL,t,No,Yes,No,Yes,No,No,Month-to-month,f,Electronic check,36.25,374.00,f
2876-VBBBL,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,20.25,20.25,t
6834-NXDCA,f,f,f,f,13,f,,DSL,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,23.90,300.80,t
2208-UGTGR,t,f,f,f,56,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,Month-to-month,f,Electronic check,98.60,5581.05,f
3005-TYFRD,f,f,t,f,55,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),103.65,5676.65,f
8670-MEFCP,f,f,t,t,36,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),92.90,3379.25,f
3079-BCHLN,t,f,t,f,47,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),19.90,942.95,f
7777-UNYHB,f,f,t,t,12,t,f,No,f,,,,,,,Month-to-month,t,Credit card (automatic),20.10,232.40,f
5597-GLBUC,f,f,f,f,1,t,f,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,85.45,85.45,t
7278-CKDNC,t,t,f,f,24,t,t,Fiber optic,t,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,80.50,2088.45,f
2748-MYRVK,f,f,f,f,63,t,t,Fiber optic,t,No,Yes,No,No,Yes,Yes,One year,f,Bank transfer (automatic),99.90,6137.00,t
8450-UYIBU,f,t,f,f,35,f,,DSL,t,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,39.85,1434.60,f
2969-VAPYH,f,f,f,f,67,t,f,DSL,t,Yes,Yes,No,Yes,No,No,One year,f,Credit card (automatic),60.50,3870.00,f
4822-YCXMX,t,f,f,f,25,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,84.80,2043.45,t
7181-OQCUT,t,f,f,f,21,t,t,Fiber optic,t,Yes,No,Yes,No,Yes,Yes,Month-to-month,f,Mailed check,103.85,2215.00,f
8474-UMLNT,f,f,f,f,13,t,f,DSL,t,Yes,Yes,No,Yes,No,Yes,Month-to-month,f,Bank transfer (automatic),67.80,842.25,f
9821-POOTN,t,f,t,f,35,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.20,2576.20,t
3836-FZSDJ,t,t,t,f,71,t,t,No,f,,,,,,,Two year,f,Bank transfer (automatic),24.85,1901.00,f
9142-XMYJH,f,f,f,f,29,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),19.35,601.60,f
6559-ILWKJ,t,f,t,f,71,f,,DSL,t,No,Yes,No,No,Yes,Yes,Two year,f,Electronic check,49.35,3515.25,t
0187-QSXOE,t,t,t,f,7,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,89.00,605.45,f
7733-UDMTP,f,t,f,f,57,f,,DSL,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,55.00,3094.05,f
2649-HWLYB,t,f,t,f,65,t,t,DSL,t,Yes,No,Yes,Yes,No,Yes,Two year,f,Bank transfer (automatic),76.15,4929.55,f
5214-CHIWJ,t,f,f,f,27,t,f,No,f,,,,,,,One year,f,Mailed check,20.30,595.05,f
4229-CZMLL,t,f,f,f,6,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.90,469.80,t
6904-JLBGY,f,t,f,f,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),117.35,8436.25,f
2465-BLLEU,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,19.75,19.75,f
1685-VAYJF,t,f,f,f,11,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Credit card (automatic),45.20,492.00,f
8874-EJNSR,t,f,t,t,39,t,t,No,f,,,,,,,Two year,f,Mailed check,25.20,987.95,f
6917-YACBP,f,t,f,f,59,t,t,Fiber optic,t,Yes,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,89.75,5496.90,f
5049-MUBWG,t,f,f,f,26,t,f,DSL,t,Yes,No,No,Yes,Yes,Yes,One year,f,Bank transfer (automatic),75.00,1908.35,f
4223-WOZCM,t,t,f,f,2,t,f,DSL,t,No,No,Yes,No,No,No,Month-to-month,f,Mailed check,49.95,107.10,f
0769-MURVM,f,f,t,t,72,f,,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),65.70,4575.35,f
9253-VIFJQ,t,f,t,f,65,t,t,DSL,t,Yes,Yes,Yes,No,No,No,One year,f,Credit card (automatic),67.05,4309.55,f
7030-FZTFM,t,f,t,t,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),110.90,7922.75,f
9741-YLNTD,t,f,f,f,6,t,t,Fiber optic,t,No,No,No,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),87.95,522.35,f
5917-RYRMG,t,t,f,f,32,t,f,No,f,,,,,,,One year,f,Credit card (automatic),19.80,587.70,f
5120-ZBLAI,f,f,t,f,50,t,t,DSL,t,No,No,Yes,No,Yes,Yes,One year,f,Bank transfer (automatic),75.70,3876.20,f
1194-BHJYC,t,f,t,f,61,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Mailed check,62.15,3778.85,f
3663-MITLP,f,f,f,f,15,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,101.25,1457.25,t
0906-QVPMS,t,f,t,f,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),115.15,8349.45,f
9025-ZRPVR,t,f,f,f,9,t,f,No,f,,,,,,,Month-to-month,t,Mailed check,18.95,185.60,t
1905-OEILC,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.50,19.50,f
7858-GTZSP,f,f,f,f,12,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,86.55,1066.90,f
3285-UCQVC,f,f,f,f,37,f,,DSL,t,No,No,No,Yes,No,No,Month-to-month,f,Credit card (automatic),28.60,973.55,t
6248-BSHKG,t,f,t,t,61,t,f,No,f,,,,,,,One year,f,Mailed check,20.40,1226.45,f
4685-TFLLS,t,f,t,t,18,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),19.80,342.30,f
3470-BTGQO,t,f,f,t,21,t,f,DSL,t,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.65,985.05,f
1209-VFFOC,t,f,t,t,68,f,,DSL,t,Yes,Yes,Yes,Yes,No,Yes,Two year,t,Mailed check,56.40,3948.45,f
8224-DWCKX,t,t,f,f,12,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),73.30,828.05,f
5482-PLVPE,f,t,f,f,2,f,,DSL,t,No,No,No,No,No,No,Month-to-month,f,Electronic check,24.35,41.85,t
4553-DVPZG,f,f,t,f,62,t,t,Fiber optic,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,101.35,6164.70,f
4902-OHLSK,f,t,f,f,29,t,t,Fiber optic,t,No,No,No,Yes,Yes,Yes,Month-to-month,f,Electronic check,98.65,2862.75,t
6917-IAYHD,t,f,f,t,1,f,,DSL,t,No,Yes,No,Yes,No,No,Month-to-month,f,Mailed check,33.60,33.60,f
0495-ZBNGW,t,t,t,f,5,t,t,Fiber optic,t,No,No,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),79.90,343.95,t
8620-RJPZN,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Electronic check,20.70,20.70,f
7572-KPVKK,t,f,f,t,62,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Two year,t,Electronic check,104.05,6590.50,f
2642-MAWLJ,f,f,t,t,36,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),20.25,717.95,f
2357-COQEK,f,t,f,f,28,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,103.30,2890.65,t
7103-ZGVNT,f,f,t,t,69,t,t,DSL,t,Yes,Yes,No,Yes,Yes,No,One year,f,Credit card (automatic),73.70,4885.85,f
3737-GCSPV,f,f,t,f,11,t,t,Fiber optic,t,Yes,No,No,Yes,Yes,No,Month-to-month,t,Credit card (automatic),96.20,1222.05,t
2027-WKXMW,f,f,t,f,63,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,108.75,6871.70,f
7137-NAXML,t,f,f,f,23,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),20.15,405.60,f
2428-ZMCTB,t,f,f,f,10,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),19.75,208.25,f
2961-VNFKL,f,f,t,f,71,t,t,No,f,,,,,,,Two year,t,Credit card (automatic),25.95,1801.90,f
1768-HNVGJ,f,t,f,f,45,t,t,DSL,t,Yes,No,No,Yes,No,Yes,Month-to-month,t,Electronic check,70.05,3062.45,f
6963-KQYQB,f,f,t,t,70,t,t,No,f,,,,,,,Two year,f,Mailed check,24.05,1764.75,f
5934-RMPOV,f,f,f,t,22,t,t,Fiber optic,t,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,84.75,1816.75,f
1207-BLKSA,f,f,t,t,52,t,t,No,f,,,,,,,Two year,f,Mailed check,23.05,1255.10,f
4088-YLDSU,t,f,t,f,55,t,t,Fiber optic,t,No,No,Yes,Yes,Yes,Yes,One year,t,Electronic check,104.15,5743.05,t
8316-BBQAY,f,f,f,f,65,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),59.95,3921.10,f
1166-PQLGG,f,f,t,t,72,t,f,No,f,,,,,,,Two year,f,Bank transfer (automatic),19.55,1463.45,f
3146-JTQHR,t,f,t,f,10,t,f,No,f,,,,,,,One year,f,Bank transfer (automatic),19.60,189.45,f
4291-YZODP,f,f,f,t,7,t,f,No,f,,,,,,,One year,f,Mailed check,20.05,96.80,f
4395-PZMSN,t,t,f,f,5,t,f,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,85.55,408.50,f
6427-FEFIG,f,f,t,t,24,t,t,DSL,t,Yes,No,Yes,No,Yes,Yes,Two year,f,Credit card (automatic),78.60,1846.65,f
0017-IUDMW,f,f,t,t,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),116.80,8456.75,f
8706-HRADD,t,f,f,f,21,f,,DSL,t,Yes,No,No,Yes,Yes,No,Month-to-month,t,Mailed check,43.55,1011.50,f
9955-QOPOY,t,f,t,f,69,f,,DSL,t,No,Yes,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),60.80,4263.40,f
4385-ZKVNW,t,f,t,t,44,t,f,DSL,t,No,Yes,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),54.90,2549.10,f
5446-DKWYW,f,t,t,t,61,t,t,DSL,t,No,No,Yes,No,Yes,No,One year,t,Electronic check,65.20,3965.05,f
2034-CGRHZ,t,t,f,f,24,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),102.95,2496.70,t
5797-APWZC,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,Yes,Yes,Month-to-month,f,Electronic check,90.60,90.60,t
3683-QKIUE,f,f,f,f,6,t,f,DSL,t,No,No,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),50.80,288.05,t
4228-ZGYUW,t,f,f,f,4,t,t,Fiber optic,t,No,Yes,No,No,No,Yes,Month-to-month,t,Electronic check,90.05,368.10,t
9031-ZVQPT,t,f,t,f,72,t,t,Fiber optic,t,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,108.20,7840.60,f
2990-IAJSV,t,f,f,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),92.00,6632.75,f
8107-KNCIM,t,t,t,f,14,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.10,1013.35,f
9027-YFHQJ,t,f,f,f,7,t,t,No,f,,,,,,,Month-to-month,t,Bank transfer (automatic),25.05,152.95,f
5176-LDKUH,f,f,f,f,48,t,f,Fiber optic,t,No,Yes,No,No,No,No,One year,f,Electronic check,75.15,3772.65,f
4644-OBGFZ,t,f,t,t,55,t,f,No,f,,,,,,,One year,f,Mailed check,19.50,1026.35,f
7926-IJOOU,t,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),19.30,19.30,f
6480-YAGIY,t,f,f,f,45,t,f,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),112.20,5031.85,f
4029-HPFVY,t,f,f,f,3,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,70.30,220.40,f
2167-FQSTQ,f,f,t,f,72,t,t,DSL,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Electronic check,92.40,6786.10,f
7602-DBTOU,f,f,t,f,71,t,f,No,f,,,,,,,Two year,f,Mailed check,19.60,1416.50,f
5345-BMKWB,t,f,t,f,8,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,20.25,158.35,f
3519-ZKXGG,f,f,t,f,3,t,t,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,75.85,256.60,t
5457-COLHT,t,f,t,t,69,t,f,DSL,t,Yes,Yes,No,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),80.65,5542.55,f
6416-TVAIH,t,f,t,t,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Electronic check,68.50,68.50,t
5451-YHYPW,f,t,t,f,72,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),115.75,8443.70,f
5108-ADXWO,t,f,f,f,11,t,f,Fiber optic,t,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,73.50,791.75,t
7998-WNZEM,t,f,f,f,71,t,t,DSL,t,Yes,Yes,Yes,Yes,No,Yes,Two year,f,Bank transfer (automatic),80.60,5708.20,f
3066-RRJIO,f,f,f,f,1,t,f,Fiber optic,t,No,No,No,No,No,No,Month-to-month,t,Mailed check,69.95,69.95,t
4664-NJCMS,f,f,t,f,33,f,,DSL,t,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),59.55,2016.30,f
0307-BCOPK,f,f,f,f,16,t,f,No,f,,,,,,,One year,f,Mailed check,19.05,326.65,f
7629-WFGLW,f,t,t,f,56,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,No,No,One year,f,Electronic check,95.65,5471.75,f
2542-HYGIQ,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Credit card (automatic),19.95,19.95,f
6715-OFDBP,t,f,f,f,5,t,f,DSL,t,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,70.05,346.40,t
5016-LIPDW,t,f,t,t,57,t,f,No,f,,,,,,,One year,f,Mailed check,19.40,1061.60,f
6481-LXPWL,t,f,t,t,56,f,,DSL,t,No,Yes,Yes,No,No,No,One year,t,Credit card (automatic),36.10,1971.50,f
1567-DSCIC,t,f,f,f,8,t,t,Fiber optic,t,No,Yes,Yes,No,Yes,No,Month-to-month,t,Electronic check,94.00,773.65,t
2150-UWTFY,f,f,t,t,22,t,f,DSL,t,Yes,Yes,Yes,No,No,No,Month-to-month,f,Mailed check,61.15,1422.05,t
6124-ACRHJ,f,f,f,f,1,t,f,No,f,,,,,,,Month-to-month,f,Mailed check,19.75,19.75,f
9362-MWODR,f,f,f,t,40,t,f,DSL,t,Yes,No,No,Yes,Yes,No,Month-to-month,t,Credit card (automatic),64.10,2460.35,f
9975-GPKZU,t,f,t,t,46,t,f,No,f,,,,,,,Two year,f,Credit card (automatic),19.75,856.50,f
9625-RZFUK,t,f,t,t,63,t,f,No,f,,,,,,,Two year,f,Mailed check,19.70,1275.85,f
5153-LXKDT,t,f,t,t,68,t,t,Fiber optic,t,Yes,Yes,Yes,No,Yes,Yes,Two year,t,Electronic check,110.20,7467.50,f
5161-UBZXI,t,f,t,t,69,t,f,Fiber optic,t,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),106.35,7261.75,f
1020-JPQOW,f,f,t,f,56,t,t,Fiber optic,t,No,Yes,Yes,Yes,No,No,Month-to-month,f,Electronic check,90.55,5116.60,f
7919-ZODZZ,f,f,t,t,10,t,f,DSL,t,No,Yes,Yes,No,No,Yes,One year,t,Mailed check,65.90,660.05,f
0565-JUPYD,t,f,f,f,63,t,t,Fiber optic,t,Yes,Yes,Yes,Yes,Yes,No,One year,f,Credit card (automatic),104.50,6590.80,f
6867-ACCZI,f,f,t,t,24,f,,DSL,t,Yes,Yes,Yes,Yes,No,Yes,Two year,t,Mailed check,52.50,1208.15,f
5939-XAIXZ,f,f,f,f,19,t,t,DSL,t,No,No,Yes,No,No,No,Month-to-month,t,Mailed check,56.10,1033.90,f
9054-FOWNV,t,f,t,t,22,t,t,Fiber optic,t,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,88.75,1885.15,f
2683-BPJSO,t,f,t,f,29,t,t,Fiber optic,t,Yes,Yes,No,No,No,No,Month-to-month,t,Electronic check,84.45,2467.10,t
2157-MXBJS,t,f,t,f,13,t,t,DSL,t,No,No,Yes,No,Yes,Yes,One year,t,Mailed check,75.30,989.45,t
8207-VVMYB,f,f,t,f,70,t,t,No,f,,,,,,,Two year,t,Bank transfer (automatic),26.00,2006.95,f
9732-EQMWY,f,f,t,f,49,t,f,Fiber optic,t,No,Yes,Yes,No,Yes,Yes,Month-to-month,f,Electronic check,99.40,5025.00,f
9360-AHGNL,f,t,t,f,43,t,t,Fiber optic,t,Yes,No,Yes,Yes,Yes,Yes,One year,t,Mailed check,109.55,4830.25,t
